escuela,comuna,lon,lat,simce,costo,tipo
COLEGIO POLIV. CARDENAL RAUL SILVA HENRIQUEZ,PUENTE ALTO,-70.59563351,-33.61453538,280,$10.001 a $25.000 ,P. Subv.
COLEGIO PARTICULAR SAN JOSE DE PUENTE ALTO,PUENTE ALTO,-70.56618291,-33.60182648,262,$10.001 a $25.000 ,P. Subv.
COLEGIO PEDRO APOSTOL,PUENTE ALTO,-70.6093374,-33.62752421,280,$10.001 a $25.000 ,P. Subv.
COLEGIO POLIVALENTE ELISA VALDES,PUENTE ALTO,-70.62470563,-33.62787332,249,$10.001 a $25.000 ,P. Subv.
COLEGIO PART. ACROPOLIS,PUENTE ALTO,-70.5674863,-33.5886885,258,$10.001 a $25.000 ,P. Subv.
ESCUELA SAN LUIS GONZAGA,PUENTE ALTO,-70.57147919,-33.60862214,260,$25.001 a $50.000 ,P. Subv.
COLEGIO CORDILLERA,PUENTE ALTO,-70.57907507,-33.6090755,265,$25.001 a $50.000 ,P. Subv.
COLEGIO SAN LUIS DE GONZAGA II,PUENTE ALTO,-70.56277144,-33.60746993,260,$25.001 a $50.000 ,P. Subv.
COLEGIO EDUC.PART. COMP.DE MARIA P. ALTO,PUENTE ALTO,-70.57909909,-33.59088555,277,$25.001 a $50.000 ,P. Subv.
COLEGIO PARTICULAR NIDAL,PUENTE ALTO,-70.57311047,-33.61061245,239,$25.001 a $50.000 ,P. Subv.
COLEGIO SANTA MARIA DE LA CORDILLERA,PUENTE ALTO,-70.5729398,-33.57687758,284,$25.001 a $50.000 ,P. Subv.
COLEGIO MERRYLAND,PUENTE ALTO,-70.56722489,-33.56469433,268,$25.001 a $50.000 ,P. Subv.
COLEGIO LOS NOGALES,PUENTE ALTO,-70.58069977,-33.58293812,317,$25.001 a $50.000 ,P. Subv.
ESCUELA BASICA PARTICULAR EMPRENDER,PUENTE ALTO,-70.59105822,-33.59020025,283,$25.001 a $50.000 ,P. Subv.
COLEGIO NAVARRA,PUENTE ALTO,-70.6073517,-33.58908781,276,$25.001 a $50.000 ,P. Subv.
COLEGIO JOSE ABELARDO NUNEZ MURUA,PUENTE ALTO,-70.54525526,-33.56080415,266,$25.001 a $50.000 ,P. Subv.
COLEGIO PART. LOS OLMOS DE PTE. ALTO,PUENTE ALTO,-70.58740898,-33.60157393,239,$25.001 a $50.000 ,P. Subv.
EXTREMADURA DE PUENTE ALTO,PUENTE ALTO,-70.5625295,-33.58808386,277,$25.001 a $50.000 ,P. Subv.
ESCUELA NORMAY SCHOOL,PUENTE ALTO,-70.57703534,-33.58702503,228,$25.001 a $50.000 ,P. Subv.
CENTRO EDUCACIONAL SAN CARLOS DE ARAGON,PUENTE ALTO,-70.57355129,-33.59750344,281,$25.001 a $50.000 ,P. Subv.
COLEGIO PARTICULAR MIRADOR,PUENTE ALTO,-70.55834516,-33.59268181,274,$25.001 a $50.000 ,P. Subv.
COLEGIO POLIV.  ARZOBISPO CRESCENTE ERRAZURIZ,PUENTE ALTO,-70.60597881,-33.5737297,293,$25.001 a $50.000 ,P. Subv.
COLEGIO ALICANTE DEL SOL,PUENTE ALTO,-70.58547538,-33.59543933,298,$25.001 a $50.000 ,P. Subv.
COLEGIO TUPAHUE,PUENTE ALTO,-70.58376369,-33.60378502,272,$25.001 a $50.000 ,P. Subv.
ESCUELA BASICA QUERUBIN SCHOOL,PUENTE ALTO,-70.57685872,-33.59389914,233,$50.001 a $100.000 ,P. Pag.
COLEGIO LOS AROMOS,PUENTE ALTO,-70.57701354,-33.610689,283,$50.001 a $100.000 ,P. Subv.
COLEGIO EL BOSQUE PROVINCIA CORDILLERA,PUENTE ALTO,-70.57766133,-33.59832585,286,$50.001 a $100.000 ,P. Subv.
COLEGIO ENSENADA,PUENTE ALTO,-70.56596694,-33.54752147,262,$50.001 a $100.000 ,P. Subv.
COLEGIO MONTE DE ASIS,PUENTE ALTO,-70.59771395,-33.58767055,300,$50.001 a $100.000 ,P. Subv.
COLEGIO PARTICULAR ALTAZOR,PUENTE ALTO,-70.58021346,-33.60058389,305,$50.001 a $100.000 ,P. Subv.
COLEGIO NUEVA ERA SIGLO XXI SEDE PUENTE ALTO,PUENTE ALTO,-70.58716182,-33.60161318,269,$50.001 a $100.000 ,P. Subv.
ESCUELA CONSOLIDADA,PUENTE ALTO,-70.56973314,-33.61099805,249,Gratuito ,Munic.
LICEO SAN GERONIMO,PUENTE ALTO,-70.58695599,-33.62742572,233,Gratuito ,Munic.
COLEGIO MAIPO,PUENTE ALTO,-70.57894602,-33.61618345,237,Gratuito ,Munic.
ESCUELA VILLA INDEPENDENCIA,PUENTE ALTO,-70.58934173,-33.61762845,242,Gratuito ,Munic.
ESCUELA REPUBLICA DE GRECIA,PUENTE ALTO,-70.5840744,-33.60663078,240,Gratuito ,Munic.
ESCUELA LOS ANDES,PUENTE ALTO,-70.56414541,-33.60835438,237,Gratuito ,Munic.
ESCUELA NONATO COO,PUENTE ALTO,-70.56986359,-33.60333095,231,Gratuito ,Munic.
ESCUELA VILLA PEDRO AGUIRRE CERDA,PUENTE ALTO,-70.58549364,-33.62115885,221,Gratuito ,Munic.
ESCUELA EJERCITO LIBERTADOR,PUENTE ALTO,-70.59192607,-33.60869432,247,Gratuito ,Munic.
LICEO MUNIC.ING.MILITAR JUAN MACKENA O.,PUENTE ALTO,-70.55532657,-33.56258085,249,Gratuito ,Munic.
ESCUELA CASAS VIEJAS,PUENTE ALTO,-70.52243718,-33.60786477,251,Gratuito ,Munic.
ESCUELA OSCAR BONILLA,PUENTE ALTO,-70.59256143,-33.621555,235,Gratuito ,Munic.
ESCUELA LUIS MATTE LARRAIN,PUENTE ALTO,-70.57577102,-33.58504812,260,Gratuito ,Munic.
ESCUELA GABRIELA,PUENTE ALTO,-70.58724215,-33.57717291,260,Gratuito ,Munic.
ESCUELA LAS PALMAS,PUENTE ALTO,-70.62572442,-33.61840901,226,Gratuito ,Munic.
LICEO MUNICIPAL CHILOE,PUENTE ALTO,-70.62279704,-33.62612183,234,Gratuito ,Munic.
ESCUELA ANDES DEL SUR,PUENTE ALTO,-70.56578454,-33.5672557,234,Gratuito ,Munic.
ESCUELA BASICA PADRE ALBERTO HURTADO,PUENTE ALTO,-70.60113637,-33.59153116,235,Gratuito ,Munic.
ESCUELA VOLCAN SAN JOSE,PUENTE ALTO,-70.6165041,-33.62683553,226,Gratuito ,Munic.
ESCUELA JAVIERA CARRERA,PUENTE ALTO,-70.57627603,-33.6086603,230,Gratuito ,P. Subv.
ESCUELA ESP. ANDELEN,PUENTE ALTO,-70.5699,-33.6147,202,Gratuito ,P. Subv.
ESCUELA SANTA JOAQUINA DE VEDRUNA,PUENTE ALTO,-70.57279123,-33.60371761,271,Gratuito ,P. Subv.
ESCUELA BASICA TACORA,PUENTE ALTO,-70.56972005,-33.60968157,215,Gratuito ,P. Subv.
ESCUELA PARTICULAR SAN GUILLERMO,PUENTE ALTO,-70.60958353,-33.62626749,247,Gratuito ,P. Subv.
ESCUELA BAS. Y ESP. OVIDIO DECROLY,PUENTE ALTO,-70.57287209,-33.60460938,233,Gratuito ,P. Subv.
ESCUELA NOVOMAR,PUENTE ALTO,-70.58924358,-33.61228196,207,Gratuito ,P. Subv.
ESCUELA BASICA TACORA,PUENTE ALTO,-70.56972005,-33.60968157,226,Gratuito ,P. Subv.
ESC. ANTONIO BROQUEZ S. ANEXO ESC. 993,PUENTE ALTO,-70.60629916,-33.59043616,236,Gratuito ,P. Subv.
ESC. PARTICULAR RAIN - BOW,PUENTE ALTO,-70.60239199,-33.58834051,230,Gratuito ,P. Subv.
COLEGIO PART. PADRE JOSE KENTENICH,PUENTE ALTO,-70.55932762,-33.602364,247,Gratuito ,P. Subv.
COLEGIO POLIVALENTE ARAUCARIA,PUENTE ALTO,-70.56897008,-33.61468715,208,Gratuito ,P. Subv.
COLEGIO POLIVALENTE SAINT PETER COLLEGE,PUENTE ALTO,-70.60881829,-33.62685461,252,Gratuito ,P. Subv.
ESC. PART. ALBERT SCHWEITZER,PUENTE ALTO,-70.62214603,-33.62877267,209,Gratuito ,P. Subv.
ESCUELA ALTO MAWIDA,PUENTE ALTO,-70.58386383,-33.62575463,236,Gratuito ,P. Subv.
INTERNATIONAL COUNTRY SCHOOL,PUENTE ALTO,-70.51793111,-33.59797301,302,Más de $100.000 ,P. Pag.
COLEGIO MAYOR TOBALABA,PUENTE ALTO,-70.55586532,-33.56198789,297,Más de $100.000 ,P. Pag.
COLEGIO ALMENAR DEL MAIPO,PUENTE ALTO,-70.51659513,-33.59737615,302,Más de $100.000 ,P. Pag.
COLEGIO  MANQUECURA PUENTE ALTO,PUENTE ALTO,-70.54212497,-33.56165484,299,Más de $100.000 ,P. Pag.
ESCUELA LOS ANDES,PUENTE ALTO,-70.56414541,-33.60835438,208,Sin información ,Munic.
ESCUELA LAS PALMAS,PUENTE ALTO,-70.62572442,-33.61840901,0,Sin información ,P. Subv.
COLEGIO PADRE PEDRO ARRUPE SAGRADA FAMILIA,QUILICURA,-70.75344537,-33.36335726,247,$1.000 a $10.000 ,P. Subv.
COLEGIO JUAN LUIS UNDURRAGA ANINAT,QUILICURA,-70.75759682,-33.36457912,255,$1.000 a $10.000 ,P. Subv.
LICEO JOSE DOMINGO CANAS,QUILICURA,-70.74258308,-33.36566558,284,$10.001 a $25.000 ,P. Subv.
ESCUELA PARTICULAR CANADA,QUILICURA,-70.72908331,-33.36235532,250,$10.001 a $25.000 ,P. Subv.
COLEGIO POLIV. SANTA MARIA,QUILICURA,-70.73513878,-33.36909759,281,$10.001 a $25.000 ,P. Subv.
ESCUELA BASICA PART PAULA JARAQUEMADA,QUILICURA,-70.73190695,-33.36817779,298,$10.001 a $25.000 ,P. Subv.
COLEGIO SAN ISAAC JOGUES,QUILICURA,-70.71930341,-33.37054445,241,$10.001 a $25.000 ,P. Subv.
ESCUELA BASICA RAYITO DE LUZ DE QUILICURA,QUILICURA,-70.73627003,-33.36869399,235,$10.001 a $25.000 ,P. Subv.
COLEGIO PARTICULAR SAN SEBASTIAN DE QUILICURA,QUILICURA,-70.75274194,-33.36311469,262,$10.001 a $25.000 ,P. Subv.
COLEGIO SANTA BARBARA H.S.,QUILICURA,-70.72335038,-33.36919872,232,$10.001 a $25.000 ,P. Subv.
COLEGIO PART. SAN PEDRO DE QUILICURA,QUILICURA,-70.73988448,-33.3585971,243,$10.001 a $25.000 ,P. Subv.
ESCUELA PART. SANTA TERESA DE QUILICURA,QUILICURA,-70.73739515,-33.35554774,288,$10.001 a $25.000 ,P. Subv.
COLEGIO SAN ALBERTO HURTADO,QUILICURA,-70.71962771,-33.37063916,250,$10.001 a $25.000 ,P. Subv.
COLEGIO PARTICULAR NOVO MUNDO,QUILICURA,-70.720497,-33.36238445,280,$25.001 a $50.000 ,P. Subv.
MARY ANNE SCHOOL DE QUILICURA,QUILICURA,-70.72876457,-33.36906029,264,$25.001 a $50.000 ,P. Subv.
COLEGIO POLIV. SAN CARLOS DE QUILICURA,QUILICURA,-70.75146474,-33.36159061,294,$25.001 a $50.000 ,P. Subv.
COLEGIO SANTIAGO - QUILICURA,QUILICURA,-70.72134952,-33.36147081,280,$25.001 a $50.000 ,P. Subv.
COLEGIO PARTICULAR MELFORD COLLEGE,QUILICURA,-70.72749591,-33.3619716,275,$50.001 a $100.000 ,P. Subv.
COLEGIO PART. SAN ADRIAN DE QUILICURA,QUILICURA,-70.73087834,-33.36128419,290,$50.001 a $100.000 ,P. Subv.
COLEGIO PALMARES,QUILICURA,-70.73737548,-33.35726148,301,$50.001 a $100.000 ,P. Subv.
ESCUELA BASICA WESTON ACADEMY,QUILICURA,-70.63655677,-33.43780362,283,$50.001 a $100.000 ,P. Subv.
ESCUELA ESTADO DE MICHIGAN,QUILICURA,-70.73545164,-33.36645089,241,Gratuito ,Munic.
ESCUELA BASICA EL MANIO,QUILICURA,-70.74390726,-33.37062502,239,Gratuito ,Munic.
ESC. BAS.MUNICIPAL MERCEDES FONTECILLA,QUILICURA,-70.7047988,-33.36530653,228,Gratuito ,Munic.
ESCUELA PROFESORA MARIA LUISA SEPULVEDA,QUILICURA,-70.75484902,-33.36635851,211,Gratuito ,Munic.
ESCUELA MUNICIPAL VALLE DE LUNA,QUILICURA,-70.74350279,-33.36759158,216,Gratuito ,Munic.
ESCUELA BASICA ANA FRANK,QUILICURA,-70.73653249,-33.35864404,249,Gratuito ,Munic.
ESCUELA B-SICA PUCARA LASANA,QUILICURA,-70.72653967,-33.37775776,266,Gratuito ,Munic.
ESCUELA BASICA ESCRITOR PABLO NERUDA,QUILICURA,-70.72902655,-33.36926406,225,Gratuito ,P. Subv.
COLEGIO  MANQUECURA VALLE LO CAMPINO,QUILICURA,-70.72419097,-33.38782767,302,Más de $100.000 ,P. Pag.
ESCUELA LUIS CRUZ MARTINEZ,QUILICURA,-70.71608992,-33.36727022,224,Sin información ,Munic.
ESCUELA PARTICULAR ANDRES BELLO,QUINTA NORMAL,-70.69400284,-33.44477866,267,$1.000 a $10.000 ,P. Subv.
ESCUELA PARTICULAR VICTOR HUGO,QUINTA NORMAL,-70.69251337,-33.41682457,255,$1.000 a $10.000 ,P. Subv.
ESCUELA PARTICULAR PDTE. ABRAHAM LINCOLN,QUINTA NORMAL,-70.71763081,-33.42975398,255,$1.000 a $10.000 ,P. Subv.
ESCUELA PARTICULAR CARMEN CHACON,QUINTA NORMAL,-70.71040891,-33.41414415,263,$1.000 a $10.000 ,P. Subv.
ESCUELA OLGA NAVARRO SEPULVEDA,QUINTA NORMAL,-70.70408835,-33.42582854,285,$10.001 a $25.000 ,P. Subv.
ESCUELA PARTICULAR JOSE JOAQUIN PEREZ,QUINTA NORMAL,-70.6953913,-33.43154805,276,$10.001 a $25.000 ,P. Subv.
LICEO ALBERTO HURTADO,QUINTA NORMAL,-70.69697282,-33.44703768,260,$10.001 a $25.000 ,P. Subv.
ESCUELA N?1124 ALIANZA AMERICANA,QUINTA NORMAL,-70.68987625,-33.43112733,276,$10.001 a $25.000 ,P. Subv.
LICEO POLIV.SAN JOSE DE LA PRECIOSA SANG,QUINTA NORMAL,-70.71651142,-33.42916527,290,$10.001 a $25.000 ,P. Subv.
ESCUELA PARTICULAR ELVIRA HURTADO DE M.,QUINTA NORMAL,-70.69546859,-33.42224924,300,$10.001 a $25.000 ,P. Subv.
ESCUELA PARTICULAR SAGRADA FAMILIA,QUINTA NORMAL,-70.69672621,-33.44652702,253,$10.001 a $25.000 ,P. Subv.
ESCUELA PARTICULAR MARIA CRISTINA,QUINTA NORMAL,-70.71778921,-33.4246926,263,$10.001 a $25.000 ,P. Subv.
COLEGIO MARQUEL,QUINTA NORMAL,-70.7008834,-33.443467,259,$10.001 a $25.000 ,P. Subv.
COLEGIO CORAZON DE JESUS,QUINTA NORMAL,-70.69947039,-33.42672159,251,$10.001 a $25.000 ,P. Subv.
ESCUELA BAS. FALCON COLLEGE LITTLE,QUINTA NORMAL,-70.71088373,-33.4273853,247,$25.001 a $50.000 ,P. Subv.
COLEGIO PART. GABRIELA MISTRAL SOCIEDAD EDUCA,QUINTA NORMAL,-70.6844178,-33.43864162,296,$50.001 a $100.000 ,P. Subv.
LICEO EXPERIMENTAL ARTISTICO B-65,QUINTA NORMAL,-70.68683876,-33.43256652,275,Gratuito ,Adm. Del.
ESCUELA BASICA REINO DE NORUEGA,QUINTA NORMAL,-70.68717123,-33.4325169,243,Gratuito ,Munic.
ESCUELA PLATON,QUINTA NORMAL,-70.70447392,-33.41088912,244,Gratuito ,Munic.
ESCUELA ABATE MOLINA,QUINTA NORMAL,-70.70893001,-33.4308662,224,Gratuito ,Munic.
ESCUELA DIEGO PORTALES,QUINTA NORMAL,-70.70131012,-33.42069025,226,Gratuito ,Munic.
ESCUELA INGLATERRA,QUINTA NORMAL,-70.70379603,-33.44058629,211,Gratuito ,Munic.
ESCUELA ANGELMO,QUINTA NORMAL,-70.7139081,-33.42585554,235,Gratuito ,Munic.
ESCUELA INSIGNE GABRIELA,QUINTA NORMAL,-70.71452273,-33.43195233,241,Gratuito ,Munic.
ESCUELA LO FRANCO,QUINTA NORMAL,-70.70038902,-33.42088325,240,Gratuito ,Munic.
ESCUELA ANTUMALAL,QUINTA NORMAL,-70.71371732,-33.41833703,239,Gratuito ,Munic.
ESCUELA CALICANTO,QUINTA NORMAL,-70.70963241,-33.42719514,236,Gratuito ,Munic.
ESCUELA MENBRILLAR,QUINTA NORMAL,-70.71845893,-33.43084272,215,Gratuito ,Munic.
ESCUELA BASICA MUNICIPAL GRENOBLE,QUINTA NORMAL,-70.69514206,-33.42647422,262,Gratuito ,Munic.
ESCUELA REPUBLICA DE LA INDIA,QUINTA NORMAL,-70.69802415,-33.44136889,255,Gratuito ,Munic.
ESCUELA GIL DE CASTRO,QUINTA NORMAL,-70.71826409,-33.41222292,224,Gratuito ,Munic.
COLEGIO POLIT?CNICO SANTA ANA,QUINTA NORMAL,-70.68734748,-33.43717691,258,Gratuito ,P. Subv.
LICEO PARTICULAR ZENON TORREALBA,QUINTA NORMAL,-70.68957489,-33.43389101,248,Gratuito ,P. Subv.
ESCUELA PARTICULAR NUEVO HORIZONTE,QUINTA NORMAL,-70.70049516,-33.43128878,245,Gratuito ,P. Subv.
COLEGIO SAINT MARK,QUINTA NORMAL,-70.71794604,-33.42555617,244,Gratuito ,P. Subv.
ESC. PROFESOR FELIX ALVAREZ,QUINTA NORMAL,-70.71038615,-33.43765483,274,Gratuito ,P. Subv.
ESCUELA ESPANA,QUINTA NORMAL,-70.71064925,-33.41049749,225,Sin información ,Munic.
ESCUELA PARTICULAR MARIA CRISTINA,QUINTA NORMAL,-70.71778921,-33.4246926,257,Sin información ,P. Subv.
ESC.BASICA PART. NUEVA AURORA DE CHILE,RECOLETA,-70.64509018,-33.396937,246,$1.000 a $10.000 ,P. Subv.
LICEO POLIVALENTE SANTA JULIANA,RECOLETA,-70.64938568,-33.40690832,265,$10.001 a $25.000 ,P. Subv.
ESCUELA INSTITUTO CAMILO HENRIQUEZ,RECOLETA,-70.64665566,-33.4075398,217,$10.001 a $25.000 ,P. Subv.
ESCUELA SAN BENILDO,RECOLETA,-70.65198734,-33.40631457,249,$10.001 a $25.000 ,P. Subv.
COLEGIO POLIV. ALEJANDRO FLORES,RECOLETA,-70.64389461,-33.40538498,241,$10.001 a $25.000 ,P. Subv.
LICEO AVENIDA RECOLETA,RECOLETA,-70.64189721,-33.39008929,245,$10.001 a $25.000 ,P. Subv.
ESCUELA PARTICULAR SAN JOSE,RECOLETA,-70.64497822,-33.40411706,270,$10.001 a $25.000 ,P. Subv.
ESCUELA PARTICULAR N.SRA.DE GUADALUPE,RECOLETA,-70.63461329,-33.39896933,242,$10.001 a $25.000 ,P. Subv.
ESCUELA BASICA N 953 JOSE ARTIGAS,RECOLETA,-70.64182642,-33.38861122,258,$10.001 a $25.000 ,P. Subv.
ESCUELA PARTICULAR SAN FELIPE NERI,RECOLETA,-70.6411208,-33.41740704,262,$10.001 a $25.000 ,P. Subv.
COLEGIO SAN JUAN DIEGO,RECOLETA,-70.64105239,-33.38346296,275,$10.001 a $25.000 ,P. Subv.
COLEGIO MARIA TERESA CANCINO AGUILAR,RECOLETA,-70.6385611,-33.41281449,272,$25.001 a $50.000 ,P. Subv.
LICEO LEONARDO MURIALDO,RECOLETA,-70.64016684,-33.4301535,288,$25.001 a $50.000 ,P. Subv.
COLEGIO RAFAEL SANHUEZA LIZARDI,RECOLETA,-70.64447066,-33.42852732,299,$25.001 a $50.000 ,P. Subv.
ESCUELA PART MARY AND GEORGE S SCHOOL,RECOLETA,-70.63937146,-33.41702435,241,$25.001 a $50.000 ,P. Subv.
COLEGIO ALBERT EINSTEIN,RECOLETA,-70.64613973,-33.40641034,284,$50.001 a $100.000 ,P. Subv.
ESC.BAS.BILINGUE REPUBLICA DEL PARAGUAY,RECOLETA,-70.64580698,-33.42695844,242,Gratuito ,Munic.
LICEO ARTURO PEREZ CANTO,RECOLETA,-70.62945833,-33.40101217,235,Gratuito ,Munic.
ESCUELA SARGENTO 2. DANIEL REBOLLEDO,RECOLETA,-70.64992995,-33.39247179,229,Gratuito ,Munic.
ESCUELA ESPANA,RECOLETA,-70.64086774,-33.39594679,226,Gratuito ,Munic.
ESCUELA ESCRITORA MARCELA PAZ,RECOLETA,-70.65281757,-33.38428981,253,Gratuito ,Munic.
ESCUELA PUERTO RICO,RECOLETA,-70.63887449,-33.39801128,243,Gratuito ,Munic.
CENTRO EDUC.ESCRITORES DE CHILE,RECOLETA,-70.64486029,-33.38530639,250,Gratuito ,Munic.
ESCUELA VICTOR CUCCUINI,RECOLETA,-70.63500467,-33.40264366,238,Gratuito ,Munic.
ESCUELA MARTA COLVIN,RECOLETA,-70.64444098,-33.40527853,237,Gratuito ,Munic.
ESCUELA ANNE ELEONOR ROOSEVELT,RECOLETA,-70.6256067,-33.41242582,245,Gratuito ,Munic.
ESCUELA MUN.HERMANA MARIA GORETTI,RECOLETA,-70.63715349,-33.38879922,214,Gratuito ,Munic.
ESCUELA RAFAEL VALDIVIESO,RECOLETA,-70.6357185,-33.41261754,223,Gratuito ,Munic.
ESCUELA PARTICULAR EL PEQUENO ESTUDIANTE,RECOLETA,-70.63461804,-33.40611179,297,Gratuito ,P. Subv.
ESCUELA PARTICULAR RAMON FREIRE,RECOLETA,-70.63587532,-33.40779066,225,Gratuito ,P. Subv.
LICEO PDTE.ARTURO ALESSANDRI-DIURNO,RECOLETA,-70.62544246,-33.39552758,239,Gratuito ,P. Subv.
COLEGIO ISABEL RIQUELME,RECOLETA,-70.63161982,-33.4039057,240,Gratuito ,P. Subv.
ESCUELA BASICA SANTO DOMINGO,RECOLETA,-70.65239864,-33.39566749,245,Gratuito ,P. Subv.
ESCUELA PARTICULAR MANUEL RODRIGUEZ,RECOLETA,-70.6540743,-33.39161397,207,Gratuito ,P. Subv.
ESCUELA PARTICULAR FRANCISCO BILBAO,RECOLETA,-70.6291489,-33.40401934,263,Gratuito ,P. Subv.
ESCUELA PARTICULAR JAIME EYZAGUIRRE,RECOLETA,-70.63131346,-33.40132146,270,Gratuito ,P. Subv.
ESCUELA BASICA PART.BRIGIDA WALKER,RECOLETA,-70.64884633,-33.38177241,236,Gratuito ,P. Subv.
CENTRO EDUCACIONAL SAN LORENZO,RECOLETA,-70.65470601,-33.39034299,266,Gratuito ,P. Subv.
COLEGIO ACADEMIA DE HUMANIDADES,RECOLETA,-70.64470365,-33.42320344,291,Más de $100.000 ,P. Pag.
ESCUELA PARTICULAR SAN GENARO,RENCA,-70.7193752,-33.40421742,261,$1.000 a $10.000 ,P. Subv.
ESCUELA PARTICULAR SAN FIDEL,RENCA,-70.70537641,-33.40369823,250,$1.000 a $10.000 ,P. Subv.
ESCUELA PARTICULAR JARDIN LOS ACACIOS,RENCA,-70.69170308,-33.40720416,249,$1.000 a $10.000 ,P. Subv.
CENTRO EDUCACIONAL FEDERICO GARCIA LORCA,RENCA,-70.70438728,-33.40480303,237,$1.000 a $10.000 ,P. Subv.
ESCUELA JORGE ALESSANDRI RODRIGUEZ ANEXO,RENCA,-70.73785261,-33.40938885,267,$1.000 a $10.000 ,P. Subv.
COLEGIO POLIV. SAN JOSE DE RENCA,RENCA,-70.71979024,-33.40127174,266,$1.000 a $10.000 ,P. Subv.
CENTRO EDUCACIONAL LAURA VICUNA,RENCA,-70.71889071,-33.40145556,236,$1.000 a $10.000 ,P. Subv.
COLEGIO PART. SOCHIDES RENCA,RENCA,-70.72421867,-33.40066016,286,$1.000 a $10.000 ,P. Subv.
ESCUELA BAS. Y ESP. EL BOSQUE DE RENCA,RENCA,-70.74172024,-33.40377943,249,$1.000 a $10.000 ,P. Subv.
COLEGIO PARTICULAR CHARLES DARWIN,RENCA,-70.69235175,-33.40849394,269,$10.001 a $25.000 ,P. Subv.
COLEG. POLIV. SANTA MARIA DE LA PROVIDENCIA,RENCA,-70.68842061,-33.41038723,278,$10.001 a $25.000 ,P. Subv.
ESCUELA BASICA PARTICULAR ROQUER,RENCA,-70.70188279,-33.40594666,249,$10.001 a $25.000 ,P. Subv.
ESC. BAS. Y ESP. COLLEGE PADRE HURTADO,RENCA,-70.74991917,-33.398172,245,$10.001 a $25.000 ,P. Subv.
ESCUELA JUANA DE LESTONAC,RENCA,-70.72389143,-33.40314471,234,Gratuito ,Munic.
ESCUELA BASICA ISABEL LE BRUN,RENCA,-70.71141177,-33.40496784,268,Gratuito ,Munic.
ESCUELA DOMINGO SANTA MARIA GONZALEZ,RENCA,-70.71013928,-33.40477797,261,Gratuito ,Munic.
LICEO MUNICIPAL FRANCISCO INFANTE ABBOT,RENCA,-70.69093116,-33.41175988,219,Gratuito ,Munic.
ESCUELA CAPITAN JOSE LUIS ARANEDA,RENCA,-70.72263909,-33.40506494,216,Gratuito ,Munic.
ESCUELA GENERAL MANUEL BULNES PRIETO,RENCA,-70.68475245,-33.41588412,254,Gratuito ,Munic.
ESCUELA REBECA MATTE BELLO,RENCA,-70.73019556,-33.40385955,234,Gratuito ,Munic.
ESCUELA GENERAL ALEJANDRO GOROSTIAGA O,RENCA,-70.69621347,-33.39363326,230,Gratuito ,Munic.
ESCUELA BASICA CORBETA ESMERALDA,RENCA,-70.690205,-33.40813543,248,Gratuito ,Munic.
ESCUELA JUANA ATALA DE HIRMAS,RENCA,-70.67580653,-33.42154252,261,Gratuito ,Munic.
ESC. BASICA MONSERRAT ROBERT DE GARCIA,RENCA,-70.7366603,-33.40453576,214,Gratuito ,Munic.
ESCUELA BASICA LO VELASQUEZ,RENCA,-70.74406949,-33.40565827,208,Gratuito ,Munic.
ESCUELA N? 1365 R.P. GUSTAVO LE PAIGE,RENCA,-70.72848955,-33.41163895,229,Gratuito ,Munic.
COLEGIO PARTICULAR HELENICO,RENCA,-70.72191702,-33.39789649,211,Gratuito ,P. Subv.
COLEGIO CORAZON DE JESUS DE RENCA,RENCA,-70.70361607,-33.40054801,230,Gratuito ,P. Subv.
ESCUELA PARTIC. COLEGIO BALMACEDA-RENCA,RENCA,-70.71756199,-33.40223149,246,Gratuito ,P. Subv.
ESCUELA PARTICULAR PRIMITIVA ECHEVERRIA,RENCA,-70.70746934,-33.40350711,277,Gratuito ,P. Subv.
ESCUELA PARTICULAR JOSE BERNARDO SUAREZ,RENCA,-70.71604931,-33.40021431,230,Gratuito ,P. Subv.
COLEGIO SAN JOAQUIN,RENCA,-70.72867123,-33.39964227,300,Gratuito ,P. Subv.
ESC.PART. TALLERES PREVOCACIONALES PADRE HURT,RENCA,-70.74380989,-33.40558076,216,Gratuito ,P. Subv.
CENTRO EDUC. GOYENECHEA,RENCA,-70.73691584,-33.40657028,229,Gratuito ,P. Subv.
ESCUELA BASICA SANTA MARIA DE LOS ANDES,RENCA,-70.7348,-33.3973,206,Gratuito ,P. Subv.
ESCUELA THOMAS ALVA EDISON,RENCA,-70.70087416,-33.39833108,238,Sin información ,Munic.
ESCUELA JORGE ALESSANDRI RODRIGUEZ ANEXO,RENCA,-70.73785261,-33.40938885,269,Sin información ,P. Subv.
ESCUELA BASICA PARTICULAR CAMINITO,SAN BERNARDO,-70.68814292,-33.59674114,251,$1.000 a $10.000 ,P. Subv.
ESCUELA PARTICULAR SAN BERNARDO,SAN BERNARDO,-70.70075098,-33.60113152,243,$1.000 a $10.000 ,P. Subv.
COLEGIO PARTICULAR SANTA LUCIA,SAN BERNARDO,-70.69634695,-33.58480634,252,$1.000 a $10.000 ,P. Subv.
CENTRO EDUCACIONAL JOS? ABELARDO N??EZ N?1,SAN BERNARDO,-70.68122296,-33.58332642,255,$1.000 a $10.000 ,P. Subv.
CENTRO EDUC.PART.ORDEN DE SAN JORGE,SAN BERNARDO,-70.68303788,-33.60409724,251,$1.000 a $10.000 ,P. Subv.
